,zcode,계_x,sum_x,charger_id_x,sum_rel,계_rel,charger_id_rel,per,계_y,sum_y,charger_id_y,char,법정동코드,법정동명
0,1120010600,54,73904.0,2,0.0737586217565179,0.00357355568790947,0.022988505747126436,1,74.875,26020.375,3.75,1.7502256827781548,1120010600,서울특별시 성동구 사근동
1,1120011800,140,17200.0,10,0.0171661654878235,0.009264774005691218,0.11494252873563218,2,131.5,44954.0,6.125,1.4737458454013437,1120011800,서울특별시 성동구 송정동
2,1111018700,132,14486.0,9,0.014457504259105303,0.008735358348223149,0.10344827586206896,2,131.5,44954.0,6.125,1.338156043614083,1111018700,서울특별시 종로구 무악동
3,1138010600,27,24251.0,1,0.024203295304953937,0.001786777843954735,0.011494252873563218,0,31.875,13660.75,2.25,1.1565204519014403,1138010600,서울특별시 은평구 대조동
4,1162010300,96,17313.0,7,0.01727894320294699,0.006352987889616835,0.08045977011494253,1,74.875,26020.375,3.75,0.8245728643467671,1162010300,서울특별시 관악구 남현동
5,1117012100,25,20087.0,1,0.02004748640429713,0.0016544239295877175,0.011494252873563218,0,31.875,13660.75,2.25,0.752846524925704,1117012100,서울특별시 용산구 용문동
6,1141010600,60,39867.0,2,0.039788576715294156,0.0039706174310105225,0.022988505747126436,1,74.875,26020.375,3.75,0.7436300500499695,1141010600,서울특별시 서대문구 천연동
7,1144010800,58,17478.0,7,0.017443618627684832,0.0038382635166435046,0.08045977011494253,1,74.875,26020.375,3.75,0.6802188364120241,1144010800,서울특별시 마포구 대흥동
8,1120011300,1308,317339.0,14,0.3167147552174664,0.08655945999602939,0.16091954022988506,7,1092.375,170556.875,17.25,0.5610364119078749,1120011300,서울특별시 성동구 옥수동
9,1153010300,24,9534.0,4,0.009515245451215654,0.0015882469724042088,0.04597701149425287,0,31.875,13660.75,2.25,0.4898451033783906,1153010300,서울특별시 구로구 가리봉동
10,1150010100,2016,137303.0,29,0.13703290813805988,0.13341274568195355,0.3333333333333333,8,1696.125,308702.625,25.5,0.4553927779309077,1150010100,서울특별시 강서구 염창동
11,1141011400,111,64123.0,4,0.06399686218463409,0.007345642247369466,0.04597701149425287,2,131.5,44954.0,6.125,0.4384246806444207,1141011400,서울특별시 서대문구 신촌동
12,1114017100,235,65585.0,6,0.06545598625109908,0.015551584938124545,0.06896551724137931,3,229.25,43134.625,7.625,0.34428240430378043,1114017100,서울특별시 중구 중림동
13,1168010700,325,57631.0,16,0.057517632745857916,0.02150751108464033,0.1839080459770115,4,304.25,70600.375,10.0,0.33210651292242926,1168010700,서울특별시 강남구 신사동
14,1144010100,474,52615.0,11,0.052511499833827524,0.03136787770498312,0.12643678160919541,5,499.1111111111111,76582.33333333333,8.88888888888889,0.3180637893163461,1144010100,서울특별시 마포구 아현동
15,1138011000,246,30947.0,10,0.03088612345067871,0.01627953146714314,0.11494252873563218,3,229.25,43134.625,7.625,0.312776929804906,1138011000,서울특별시 은평구 증산동
16,1174010300,1032,102246.0,20,0.10204486956209312,0.06829461981338097,0.22988505747126436,7,1092.375,170556.875,17.25,0.3096764388218588,1174010300,서울특별시 강동구 상일동
17,1168011500,638,178525.0,12,0.17817381940195873,0.04222089868307855,0.13793103448275862,6,656.5,146489.25,18.125,0.2904396747454195,1168011500,서울특별시 강남구 수서동
18,1117013600,48,10178.0,3,0.010157978624131836,0.0031764939448084176,0.034482758620689655,0,31.875,13660.75,2.25,0.2590957596931846,1117013600,서울특별시 용산구 보광동
19,1120012200,315,81368.0,7,0.08120793915193154,0.02084574151280524,0.08045977011494253,4,304.25,70600.375,10.0,0.174668737926065,1120012200,서울특별시 성동구 용답동
20,1121510200,88,21672.0,5,0.02162936851465761,0.0058235722321487654,0.05747126436781609,1,74.875,26020.375,3.75,0.16599994571913324,1121510200,서울특별시 광진구 능동
21,1141011000,315,105365.0,9,0.10515773410607693,0.02084574151280524,0.10344827586206896,4,304.25,70600.375,10.0,0.14554058681642523,1141011000,서울특별시 서대문구 북아현동
22,1138010200,1904,329412.0,19,0.3287640061438904,0.12600092647740058,0.21839080459770116,8,1696.125,308702.625,25.5,0.08240140684401949,1138010200,서울특별시 은평구 녹번동
23,1144010500,395,64726.0,10,0.0645986760095851,0.026139898087485937,0.11494252873563218,5,499.1111111111111,76582.33333333333,8.88888888888889,0.07516653372532682,1144010500,서울특별시 마포구 용강동
24,1123010800,30,12369.0,3,0.012344668658074934,0.0019853087155052612,0.034482758620689655,0,31.875,13660.75,2.25,0.07402062126279389,1123010800,서울특별시 동대문구 회기동
25,1174011000,1771,320114.0,19,0.31948429645169374,0.1171993911719939,0.21839080459770116,8,1696.125,308702.625,25.5,0.04529205774118556,1174011000,서울특별시 강동구 강일동
26,1144010400,624,157215.0,17,0.15690573878884717,0.04129442128250943,0.19540229885057472,6,656.5,146489.25,18.125,0.016023794377576575,1144010400,서울특별시 마포구 도화동
27,1144012400,160,52057.0,6,0.05195459748835046,0.010588313149361392,0.06896551724137931,2,131.5,44954.0,6.125,0.00986943198534637,1144012400,서울특별시 마포구 연남동
28,1121510700,140,44661.0,7,0.044573146328586354,0.009264774005691218,0.08045977011494253,2,131.5,44954.0,6.125,0.0027323981986660775,1121510700,서울특별시 광진구 화양동
29,1123010300,342,48312.0,10,0.04821696436324006,0.022632519356759976,0.11494252873563218,4,304.25,70600.375,10.0,-0.0,1123010300,서울특별시 동대문구 제기동
30,1138010500,310,38016.0,10,0.03794121785959873,0.020514856726887697,0.11494252873563218,4,304.25,70600.375,10.0,-0.0,1138010500,서울특별시 은평구 구산동
31,1159010500,1080,174376.0,19,0.1740329809944599,0.0714711137581894,0.21839080459770116,7,1092.375,170556.875,17.25,-0.00885218022504124,1159010500,서울특별시 동작구 흑석동
32,1138010800,207,45666.0,8,0.04557616937017139,0.0136986301369863,0.09195402298850575,3,229.25,43134.625,7.625,-0.009038492316145074,1138010800,서울특별시 은평구 역촌동
33,1144012700,5850,612776.0,46,0.6115705943585193,0.38713519952352593,0.5287356321839081,9,5913.875,469223.875,45.5,-0.014167247219572854,1144012700,서울특별시 마포구 상암동
34,1156011800,240,48233.0,8,0.04813811976594133,0.01588246972404209,0.09195402298850575,3,229.25,43134.625,7.625,-0.01849969858841197,1156011800,서울특별시 영등포구 도림동
35,1138010100,165,39570.0,7,0.03949216095076604,0.010919197935278936,0.08045977011494253,3,229.25,43134.625,7.625,-0.02267975055904944,1138010100,서울특별시 은평구 수색동
36,1114016500,280,65085.0,9,0.06495696981249956,0.018529548011382437,0.10344827586206896,4,304.25,70600.375,10.0,-0.028557547093360707,1114016500,서울특별시 중구 황학동
37,1168011000,488,73261.0,7,0.07311688661647892,0.032294355105552244,0.08045977011494253,5,499.1111111111111,76582.33333333333,8.88888888888889,-0.04242636226169813,1168011000,서울특별시 강남구 압구정동
38,1153011200,603,125304.0,15,0.1250575116445486,0.039904705181655745,0.1724137931034483,6,656.5,146489.25,18.125,-0.10360145709843609,1153011200,서울특별시 구로구 항동
39,1171010900,3104,642253.0,51,0.6409896094797155,0.205413275097611,0.5862068965517241,9,5913.875,469223.875,45.5,-0.1512601686622061,1171010900,서울특별시 송파구 장지동
40,1120010800,46,14998.0,4,0.014968497092231213,0.0030441400304414,0.04597701149425287,0,31.875,13660.75,2.25,-0.16215162796788624,1120010800,서울특별시 성동구 응봉동
41,1144012000,567,51355.0,8,0.051253978408556736,0.03752233472304944,0.09195402298850575,5,499.1111111111111,76582.33333333333,8.88888888888889,-0.17495932951676949,1144012000,서울특별시 마포구 서교동
42,1123010700,272,127285.0,11,0.1270346147742799,0.01800013235391437,0.12643678160919541,4,304.25,70600.375,10.0,-0.18555878453660898,1123010700,서울특별시 동대문구 청량리동
43,1171010600,255,37977.0,5,0.03790229457738797,0.01687512408179472,0.05747126436781609,3,229.25,43134.625,7.625,-0.18861487455286835,1171010600,서울특별시 송파구 삼전동
44,1121510400,1136,199889.0,24,0.19949579379043905,0.07517702336046589,0.27586206896551724,7,1092.375,170556.875,17.25,-0.2194527591796993,1121510400,서울특별시 광진구 광장동
45,1153010100,1909,545065.0,28,0.5439927902104951,0.1263318112633181,0.3218390804597701,8,1696.125,308702.625,25.5,-0.22947231158136994,1153010100,서울특별시 구로구 신도림동
46,1144011100,432,141055.0,10,0.14077752749331068,0.02858844550327576,0.11494252873563218,5,499.1111111111111,76582.33333333333,8.88888888888889,-0.2793876099157699,1144011100,서울특별시 마포구 신수동
47,1165010600,1575,446249.0,32,0.44537117341719473,0.1042287075640262,0.367816091954023,8,1696.125,308702.625,25.5,-0.34500070460913285,1165010600,서울특별시 서초구 잠원동
48,1144012200,275,41741.0,8,0.04165889032716516,0.018198663225464894,0.09195402298850575,4,304.25,70600.375,10.0,-0.38866602582116183,1144012200,서울특별시 마포구 합정동
49,1121510900,216,57819.0,12,0.057705262926771334,0.01429422275163788,0.13793103448275862,3,229.25,43134.625,7.625,-0.4442770309803962,1121510900,서울특별시 광진구 군자동
50,1117011900,126,135646.0,7,0.13537916766054106,0.008338296605122097,0.08045977011494253,2,131.5,44954.0,6.125,-0.4459448129895435,1117011900,서울특별시 용산구 효창동
51,1141011700,931,124654.0,12,0.12440879027436921,0.0616107471378466,0.13793103448275862,7,1092.375,170556.875,17.25,-0.4538080735042736,1141011700,서울특별시 서대문구 연희동
52,1174010500,1035,130559.0,10,0.13030217441422956,0.0684931506849315,0.11494252873563218,7,1092.375,170556.875,17.25,-0.5965805289608868,1174010500,서울특별시 강동구 길동
53,1111014600,23,9684.0,1,0.00966495038279551,0.0015220700152207,0.011494252873563218,0,31.875,13660.75,2.25,-0.6485578525207015,1111014600,서울특별시 종로구 가회동
54,1129013500,1125,259296.0,27,0.25878593292620244,0.07444907683144729,0.3103448275862069,7,1092.375,170556.875,17.25,-0.7840681478135554,1129013500,서울특별시 성북구 종암동
55,1111017600,82,17146.0,2,0.017112271712454753,0.005426510489047714,0.022988505747126436,1,74.875,26020.375,3.75,-0.8088838377861118,1111017600,서울특별시 종로구 교남동
56,1159010800,590,127689.0,13,0.12743782005666832,0.03904440473827014,0.14942528735632185,5,499.1111111111111,76582.33333333333,8.88888888888889,-0.8153318491474228,1159010800,서울특별시 동작구 대방동
57,1129013900,558,121969.0,14,0.12172907199908979,0.03692674210839786,0.16091954022988506,5,499.1111111111111,76582.33333333333,8.88888888888889,-0.8751463353497663,1129013900,서울특별시 성북구 석관동
58,1130510400,55,5935.0,3,0.0059233251261763065,0.0036397326450929787,0.034482758620689655,1,74.875,26020.375,3.75,-0.8857276801177136,1130510400,서울특별시 강북구 우이동
59,1171011200,1391,198229.0,15,0.19783905921428863,0.0920521474422606,0.1724137931034483,8,1696.125,308702.625,25.5,-0.9399672221446381,1171011200,서울특별시 송파구 오금동
60,1130510100,1353,443861.0,49,0.4429878709064434,0.08953742306928728,0.5632183908045977,8,1696.125,308702.625,25.5,-0.9419264784178328,1130510100,서울특별시 강북구 미아동
61,1114016200,775,252068.0,30,0.2515721512898078,0.051287141817219245,0.3448275862068966,6,656.5,146489.25,18.125,-1.0271221349131185,1114016200,서울특별시 중구 신당동
62,1111018400,32,8185.0,1,0.008168899099874147,0.0021176626298722787,0.011494252873563218,0,31.875,13660.75,2.25,-1.1027466856183135,1111018400,서울특별시 종로구 부암동
63,1117010100,123,26479.0,3,0.0264269125553534,0.00813976573357157,0.034482758620689655,2,131.5,44954.0,6.125,-1.1332901623737357,1117010100,서울특별시 용산구 후암동
64,1129010100,106,14848.0,2,0.014818792160651356,0.007014757461451923,0.022988505747126436,1,74.875,26020.375,3.75,-1.1784736858977298,1129010100,서울특별시 성북구 성북동
65,1111018300,270,19280.0,5,0.019242073872397503,0.01786777843954735,0.05747126436781609,3,229.25,43134.625,7.625,-1.2121139759258885,1111018300,서울특별시 종로구 평창동
66,1138011400,15111,653784.0,87,0.6524979265866976,1.0,1.0,9,5913.875,469223.875,45.5,-1.2482019562744877,1138011400,서울특별시 은평구 진관동
67,1144010200,3870,237228.0,30,0.23676134339217403,0.25610482430017867,0.3448275862068966,9,5913.875,469223.875,45.5,-1.2622851478866257,1144010200,서울특별시 마포구 공덕동
68,1111011500,584,44404.0,5,0.044316651879146206,0.03864734299516908,0.05747126436781609,5,499.1111111111111,76582.33333333333,8.88888888888889,-1.3124247018734116,1111011500,서울특별시 종로구 사직동
69,1144010900,1092,56096.0,12,0.05598565227935739,0.0722652372443915,0.13793103448275862,7,1092.375,170556.875,17.25,-1.6739171003128084,1144010900,서울특별시 마포구 염리동
70,1117013100,2860,181878.0,29,0.1815202236392071,0.1892660975448349,0.3333333333333333,9,5913.875,469223.875,45.5,-1.7676500837992013,1117013100,서울특별시 용산구 한남동
71,1168010400,2505,264091.0,20,0.26357150057237183,0.1657732777446893,0.22988505747126436,9,5913.875,469223.875,45.5,-1.8937877707497053,1168010400,서울특별시 강남구 청담동
72,1156010100,690,79627.0,7,0.079470363912728,0.045662100456621,0.08045977011494253,6,656.5,146489.25,18.125,-2.110711067085805,1156010100,서울특별시 영등포구 영등포동
73,1154510100,11932,1001971.0,86,1.0,0.7896234531136258,0.9885057471264368,9,5913.875,469223.875,45.5,-2.689841794796378,1154510100,서울특별시 금천구 가산동
74,1162010200,696,312925.0,57,0.31230943809750983,0.04605916219972206,0.6551724137931034,6,656.5,146489.25,18.125,-3.1725123984004826,1162010200,서울특별시 관악구 신림동
75,1168011100,2079,159810.0,15,0.1594956341051787,0.1375818939845146,0.1724137931034483,9,5913.875,469223.875,45.5,-4.568012157980902,1168011100,서울특별시 강남구 세곡동
76,1165010900,616,52720.0,5,0.052616293285933424,0.04076500562504136,0.05747126436781609,6,656.5,146489.25,18.125,-4.640621565109522,1165010900,서울특별시 서초구 내곡동
77,1117013300,120,4980.0,3,0.004970203728451222,0.007941234862021045,0.034482758620689655,2,131.5,44954.0,6.125,-4.672224584251691,1117013300,서울특별시 용산구 서빙고동
78,1120010500,1650,49388.0,13,0.04929084773910622,0.10919197935278936,0.14942528735632185,8,1696.125,308702.625,25.5,-5.148615412997053,1120010500,서울특별시 성동구 마장동
79,1150010800,404,12167.0,2,0.012143066016880729,0.026735490702137515,0.022988505747126436,5,499.1111111111111,76582.33333333333,8.88888888888889,-10.473192257005044,1150010800,서울특별시 강서구 공항동
80,1114011100,610,13530.0,2,0.01350338482850302,0.04036794388194031,0.022988505747126436,6,656.5,146489.25,18.125,-18.461167117874176,1114011100,서울특별시 중구 소공동
